	0	1	
	1	3	
	3	5	
	5	0	
	0	2	
	2	4	
	4	3	
	3	2	
	2	4	
	4	5	
	5	0	
	0	1	
	1	3	
	3	5	
	5	0	
	0	2	
	2	4	
	4	5	
	5	0	
	0	2	
	2	2	
	2	4	
	4	5	
	5	0	
	0	2	
	2	2	
	2	4	
	4	5	
	5	0	
	0	1	
	1	1	
	1	3	
	3	5	
	5	0	
	0	1	
	1	3	
	3	2	
	2	4	
	4	5	
	5	0	
	0	1	
	1	1	
	1	3	
	3	2	
	2	2	
	2	4	
	4	5	
	5	0	
	0	1	
	1	3	
	3	2	
	2	2	
	2	4	
	4	5	
	5	0	
	0	1	
	1	3	
	3	2	
	2	2	
	2	2	
	2	2	
	2	2	
	2	2	
	2	4	
	4	3	
	3	5	
	5	0	
	0	1	
	1	1	
	1	1	
	1	3	
	3	5	
	5	0	
	0	1	
	1	3	
	3	5	
	5	0	
	0	2	
	2	4	
	4	5	
	5	0	
	0	1	
	1	3	
	3	2	
	2	4	
	4	3	
	3	2	
	2	4	
	4	5	
	5	0	
	0	1	
	1	3	
	3	2	
	2	4	
	4	5	
	5	0	
	0	2	
	2	4	
	4	5	
	5	0	
	0	2	
	2	4	
	4	5	
	5	0	
	0	2	
	2	4	
	4	5	
	5	0	
	0	2	
	2	2	
	2	4	
	4	5	
	5	0	
	0	2	
	2	2	
	2	4	
	4	3	
	3	5	
	5	0	
	0	1	
	1	1	
	1	3	
	3	5	
	5	0	
	0	2	
	2	2	
	2	4	
	4	5	
	5	0	
	0	1	
	1	1	
	1	1	
	1	1	
	1	1	
	1	1	
	1	1	
	1	1	
	1	3	
	3	5	
	5	0	
	0	2	
	2	2	
	2	2	
	2	4	
	4	5	
	5	0	
	0	1	
	1	1	
	1	1	
	1	1	
	1	1	
	1	1	
	1	3	
	3	2	
	2	2	
	2	2	
	2	2	
	2	2	
	2	2	
	2	4	
	4	3	
	3	2	
	2	4	
	4	3	
	3	5	
	5	0	
	0	2	
	2	4	
	4	5	
	5	0	
	0	2	
	2	2	
	2	4	
	4	3	
	3	2	
	2	4	
	4	3	
	3	5	
	5	0	
	0	2	
	2	2	
	2	2	
	2	4	
	4	5	
	5	0	
	0	2	
	2	2	
	2	4	
	4	5	
	5	0	
	0	2	
	2	2	
	2	2	
	2	4	
	4	5	
	5	0	
	0	2	
	2	2	
	2	2	
	2	2	
	2	4	
	4	3	
	3	2	
	2	2	
	2	2	
	2	2	
	2	4	
	4	3	
	3	5	
	5	0	
	0	2	
	2	4	
	4	3	
	3	2	
	2	2	
	2	2	
	2	2	
	2	2	
	2	4	
	4	5	
	5	0	
	0	2	
	2	4	
	4	3	
	3	5	
	5	0	
	0	2	
	2	4	
	4	3	
	3	2	
	2	2	
	2	4	
	4	5	
	5	0	
	0	1	
	1	3	
	3	5	
	5	0	
	0	1	
	1	1	
	1	3	
	3	5	
	5	0	
	0	1	
	1	3	
	3	2	
	2	4	
	4	3	
	3	2	
	2	2	
	2	4	
	4	5	
	5	0	
	0	2	
	2	4	
	4	5	
	5	0	
	0	2	
	2	2	
	2	4	
	4	5	
	5	0	
	0	2	
	2	4	
	4	5	
	5	0	
	0	2	
	2	4	
	4	5	
	5	0	
	0	1	
	1	3	
	3	2	
	2	4	
	4	3	
	3	2	
	2	2	
	2	2	
	2	4	
	4	3	
	3	2	
	2	4	
	4	3	
	3	2	
	2	2	
	2	4	
	4	5	
	5	0	
	0	2	
	2	2	
	2	2	
	2	2	
	2	4	
	4	5	
	5	0	
	0	2	
	2	2	
	2	4	
	4	5	
	5	0	
	0	2	
	2	2	
	2	2	
	2	2	
	2	2	
	2	4	
	4	5	
	5	0	
	0	2	
	2	2	
	2	4	
	4	3	
	3	5	
	5	0	
	0	2	
	2	2	
	2	2	
	2	2	
	2	2	
	2	4	
	4	5	
	5	0	
	0	1	
	1	1	
	1	1	
	1	1	
	1	1	
	1	1	
	1	3	
	3	2	
	2	2	
	2	2	
	2	4	
	4	5	
	5	0	
	0	1	
	1	3	
	3	5	
	5	0	
	0	1	
	1	1	
	1	3	
	3	5	
	5	0	
	0	1	
	1	3	
	3	5	
	5	0	
	0	1	
	1	3	
	3	5	
	5	0	
	0	2	
	2	2	
	2	4	
	4	5	
	5	0	
	0	2	
	2	4	
	4	3	
	3	5	
	5	0	
	0	2	
	2	4	
	4	3	
	3	5	
	5	0	
	0	2	
	2	2	
	2	2	
	2	2	
	2	2	
	2	2	
	2	4	
	4	3	
	3	5	
	5	0	
	0	1	
	1	1	
	1	3	
	3	5	
	5	0	
	0	1	
	1	1	
	1	1	
	1	3	
	3	5	
	5	0	
	0	2	
	2	2	
	2	4	
	4	5	
	5	0	
	0	1	
	1	1	
	1	3	
	3	2	
	2	2	
	2	4	
	4	5	
	5	0	
	0	2	
	2	2	
	2	4	
	4	3	
	3	5	
	5	0	
	0	1	
	1	1	
	1	3	
	3	2	
	2	2	
	2	4	
	4	5	
	5	0	
	0	2	
	2	2	
	2	4	
	4	3	
	3	2	
	2	4	
	4	5	
	5	0	
	0	1	
	1	1	
	1	3	
	3	2	
	2	4	
	4	3	
	3	2	
	2	2	
	2	4	
	4	5	
	5	0	
	0	1	
	1	3	
	3	5	
	5	0	
	0	2	
	2	2	
	2	2	
	2	4	
	4	3	
	3	5	
	5	0	
	0	1	
	1	1	
	1	1	
	1	1	
	1	1	
	1	1	
	1	3	
	3	5	
	5	0	
	0	1	
	1	3	
	3	5	
	5	0	
	0	2	
	2	4	
	4	5	
	5	0	
	0	2	
	2	2	
	2	2	
	2	2	
	2	4	
	4	5	
	5	0	
	0	1	
	1	1	
	1	3	
	3	5	
	5	0	
	0	2	
	2	4	
	4	3	
	3	5	
	5	0	
	0	2	
	2	2	
	2	2	
	2	2	
	2	2	
	2	4	
	4	5	
	5	0	
	0	2	
	2	4	
	4	3	
	3	2	
	2	2	
	2	4	
	4	5	
	5	0	
	0	1	
	1	3	
	3	2	
	2	2	
	2	4	
	4	3	
	3	2	
	2	2	
	2	2	
	2	4	
	4	3	
	3	2	
	2	2	
	2	2	
	2	2	
	2	2	
	2	4	
	4	5	
	5	0	
	0	2	
	2	4	
	4	5	
	5	0	
	0	2	
	2	4	
	4	5	
	5	0	
	0	2	
	2	4	
	4	3	
	3	2	
	2	4	
	4	3	
	3	5	
	5	0	
	0	2	
	2	2	
	2	4	
	4	5	
	5	0	
	0	2	
	2	2	
	2	2	
	2	2	
	2	2	
	2	2	
	2	2	
	2	4	
	4	5	
	5	0	
	0	1	
	1	1	
	1	1	
	1	3	
	3	5	
	5	0	
	0	1	
	1	3	
	3	2	
	2	2	
	2	2	
	2	2	
	2	2	
	2	4	
	4	5	
	5	0	
	0	1	
	1	1	
	1	3	
	3	5	
	5	0	
	0	2	
	2	4	
	4	5	
	5	0	
	0	1	
	1	1	
	1	1	
	1	3	
	3	2	
	2	4	
	4	3	
	3	2	
	2	2	
	2	2	
	2	2	
	2	2	
	2	4	
	4	3	
	3	5	
	5	0	
	0	2	
	2	2	
	2	2	
	2	2	
	2	4	
	4	5	
	5	0	
	0	2	
	2	4	
	4	5	
	5	0	
	0	2	
	2	2	
	2	2	
	2	4	
	4	5	
	5	0	
	0	1	
	1	1	
	1	1	
	1	1	
	1	3	
	3	5	
	5	0	
	0	1	
	1	3	
	3	2	
	2	2	
	2	2	
	2	4	
	4	5	
	5	0	
	0	1	
	1	3	
	3	5	
	5	0	
	0	2	
	2	4	
	4	5	
	5	0	
	0	2	
	2	4	
	4	5	
	5	0	
	0	1	
	1	3	
	3	2	
	2	2	
	2	2	
	2	4	
	4	5	
	5	0	
	0	1	
	1	1	
	1	1	
	1	3	
	3	5	
	5	0	
	0	1	
	1	3	
	3	5	
	5	0	
	0	1	
	1	1	
	1	1	
	1	3	
	3	5	
	5	0	
	0	2	
	2	2	
	2	4	
	4	3	
	3	5	
	5	0	
	0	1	
	1	3	
	3	5	
	5	0	
	0	1	
	1	1	
	1	3	
	3	5	
	5	0	
	0	1	
	1	3	
	3	2	
	2	4	
	4	3	
	3	5	
	5	0	
	0	2	
	2	4	
	4	3	
	3	2	
	2	2	
	2	2	
	2	2	
	2	2	
	2	2	
	2	4	
	4	3	
	3	2	
	2	4	
	4	3	
	3	5	
	5	0	
	0	1	
	1	1	
	1	1	
	1	3	
	3	5	
	5	0	
	0	1	
	1	1	
	1	3	
	3	5	
	5	0	
	0	2	
	2	4	
	4	5	
	5	0	
	0	1	
	1	1	
	1	1	
	1	1	
	1	1	
	1	3	
	3	5	
	5	0	
	0	1	
	1	3	
	3	2	
	2	4	
	4	5	
	5	0	
	0	1	
	1	1	
	1	1	
	1	3	
	3	5	
	5	0	
	0	1	
	1	1	
	1	3	
	3	2	
	2	4	
	4	5	
	5	0	
	0	2	
	2	4	
	4	3	
	3	5	
	5	0	
	0	1	
	1	1	
	1	1	
	1	3	
	3	2	
	2	4	
	4	3	
	3	5	
	5	0	
	0	2	
	2	2	
	2	2	
	2	2	
	2	4	
	4	5	
	5	0	
	0	1	
	1	3	
	3	5	
	5	0	
	0	2	
	2	2	
	2	2	
	2	2	
	2	2	
	2	2	
	2	2	
	2	4	
	4	3	
	3	5	
	5	0	
	0	2	
	2	4	
	4	3	
	3	2	
	2	4	
	4	3	
	3	5	
	5	0	
	0	2	
	2	4	
	4	5	
	5	0	
	0	1	
	1	1	
	1	3	
	3	2	
	2	2	
	2	2	
	2	2	
	2	2	
	2	4	
	4	5	
	5	0	
	0	2	
	2	4	
	4	3	
	3	2	
	2	2	
	2	2	
	2	4	
	4	5	
	5	0	
	0	2	
	2	4	
	4	5	
	5	0	
	0	2	
	2	4	
	4	3	
	3	2	
	2	2	
	2	2	
	2	4	
	4	3	
	3	5	
	5	0	
	0	2	
	2	4	
	4	5	
	5	0	
	0	1	
	1	3	
	3	5	
	5	0	
	0	1	
	1	3	
	3	2	
	2	2	
	2	4	
	4	5	
	5	0	
	0	2	
	2	4	
	4	3	
	3	5	
	5	0	
	0	1	
	1	1	
	1	1	
	1	3	
	3	2	
	2	4	
	4	3	
	3	5	
	5	0	
	0	2	
	2	4	
	4	5	
	5	0	
	0	2	
	2	4	
	4	5	
	5	0	
	0	2	
	2	2	
	2	2	
	2	4	
	4	3	
	3	5	
	5	0	
	0	1	
	1	3	
	3	5	
	5	0	
	0	1	
	1	3	
	3	2	
	2	4	
	4	5	
	5	0	
	0	1	
	1	3	
	3	2	
	2	4	
	4	5	
	5	0	
	0	2	
	2	2	
	2	2	
	2	2	
	2	4	
	4	5	
