0	0	0	0	0	0	0	0	0.462774	0.894555	0	0	0.601551	0.882003	0	1.14775e-06	0	0	0.843715	0	0	0	0.892942	0	0	0	0.82238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.031528	0.60916	0.900873	0.83256	0	0	0	0.024701	0	0	0.772343	0.473101	0.779225	0.569563	0	0	0.826646	0	0	0	0.654392	0	0	0	0	0.795452	0	0	0	0.785301	0	0	0	0	0	0	0	0	0.462774	0.894555	0	0	0.601551	0.882003	0	1.14775e-06	0	0	0.843715	0	0	0	0.892942	0	0	0	0.82238	0	0	0
0	0.926532	0.00329287	0	0.0459052	0.534486	0	0	0	0.0442751	0	0.0103448	0	0	0	0.774224	0	0	0.000376965	0	0	0.777268	0	0	0.851494	0.0721924	3.63101e-05	0.905853	0	0	0.031528	0.60916	0.900873	0.83256	0	0	0	0.024701	0.0462774	0.0894555	0.772343	0.473101	0.83938	0.657764	0	1.14775e-07	0.826646	0	0.0843715	0	0.654392	0	0.0892942	0	0	0.795452	0.082238	0	0	0.785301
0.00487095	0.433493	0.890294	0.861146	0	0	0	0	0	0	0.74374	0.775913	0.682478	0.742555	0	0	0.803118	0	0	0.00461922	0.320837	0	0	0.018258	0	0.674084	0	0	0	0.814768	0.0031528	0.95	0.0933802	0.083256	0.0459052	0.534486	0	0.0024701	0.00462774	0.0532207	0.0772344	0.0576549	0.083938	0.0657764	0	0.774224	0.0826646	0	0.00881412	0	0.0654392	0.777268	0.00892942	0	0.851494	0.151738	0.00826011	0.905853	0	0.0785301
0.000237848	0.590896	0	0.764746	0.00146892	0.872451	0	0	0.878032	0	1.78018e-06	0	0.0515059	0.519703	0	0.283149	0	0	0	0.757216	0	0.878699	0.257325	0.0102843	0	0.246584	0	0.381955	0.697214	0.581809	0.00518623	0.528493	0.899632	0.869471	0.00459052	0.0534486	0	0.00024701	0.000462774	0.00532207	0.751463	0.781678	0.690872	0.749133	0	0.0774224	0.811384	0	0.000881412	0.00461922	0.32738	0.0777268	0.000892942	0.018258	0.0851494	0.689258	0.000826011	0.0905853	0	0.822621
0.728825	0.830391	0.611014	0.838139	0	0.359399	0	0.888625	0.367707	0.853237	0	0	0	0	0	0.584926	0	0	0	0.00347287	0.00741548	0.756081	0.0247531	0	1.19426e-06	0	0	0.869908	0	0.745192	0.000756471	0.643746	0.0899632	0.851693	0.00192797	0.877796	0	2.4701e-05	0.878078	0.000532207	0.0751481	0.0781678	0.120593	0.594616	0	0.290892	0.0811384	0	8.81412e-05	0.757678	0.032738	0.886472	0.257415	0.0121101	0.00851494	0.31551	8.26011e-05	0.391014	0.697214	0.664071
0	0.914122	0.747698	0	4.34089e-06	6.20808e-06	6.83845e-05	0	0	0.477307	0	0.261263	0	0	0	0.703349	0	0	0.00342144	9.39376e-07	0	0.678919	0	0	0.856474	0.226328	6.21974e-05	0.902914	0	0.000128423	0.728901	0.894766	0.62001	0.923308	0.000192797	0.447178	0	0.888628	0.455515	0.85329	0.00751481	0.00781678	0.0120593	0.0594616	0	0.614015	0.00811384	0	8.81412e-06	0.0792407	0.0106893	0.844728	0.0504946	0.00121101	0.000852689	0.031551	8.26011e-06	0.909009	0.0697214	0.811599
4.57715e-06	0.727765	0.894883	0.845077	0	0	0	0	0	0	0.59404	0.680535	0.767024	0.58417	0	0	0.693465	0	0	0.160212	0.581979	0	0	0.00920967	0	0.812397	0	0	0	0.827826	0.0728901	0.95	0.809699	0.0923308	2.36206e-05	0.044724	6.83845e-05	0.0888628	0.0455515	0.562636	0.000751481	0.262045	0.00120593	0.00594616	0	0.76475	0.000811384	0	0.00342232	0.00792501	0.00106893	0.763392	0.00504946	0.000121101	0.856559	0.229483	6.30234e-05	0.95	0.00697214	0.0812883
0.000166125	0.594033	0	0.793977	0.0107511	0.879072	6.06263e-06	0	0.866655	0	1.90182e-07	0	0.0264058	0.477605	0	0.110336	0	0	0	0.756416	0	0.869157	0.146049	0.0223231	0	0.0657121	0	0.0774508	0.703309	0.706681	0.00729358	0.822765	0.95	0.854311	2.36206e-06	0.0044724	6.83845e-06	0.00888628	0.00455515	0.0562636	0.594115	0.706739	0.767145	0.584764	0	0.076475	0.693546	0	0.000342232	0.161004	0.582086	0.0763392	0.000504946	0.00922178	0.0856559	0.835345	6.30234e-06	0.095	0.000697214	0.835955
0.666264	0.800082	0.67953	0.827434	0	0.425626	0	0.895416	0.537708	0.855171	0	0	0	0	0	0.698815	0	0	0	0.0040027	0.00430208	0.727007	0.0204676	0	2.09175e-08	0	0	0.879933	0	0.740662	0.000895483	0.67631	0.095	0.879408	0.0107514	0.879519	6.74648e-06	0.000888628	0.867111	0.00562636	0.0594117	0.0706739	0.10312	0.536081	0	0.117984	0.0693546	0	3.42232e-05	0.772516	0.0582086	0.876791	0.1461	0.0232452	0.00856559	0.149247	6.30234e-07	0.0869508	0.703379	0.790276
