1	1	0	1	0.305171
5	4	1	3	0.693483
15	8	3	5	0.548654
20	11	5	0	0
1	1	0	1	0
5	4	1	3	0.494251
13	7	3	2	0.436025
10	6	2	4	0.871492
17	9	4	3	0.843748
14	7	3	2	0.466769
10	6	2	4	0.257782
18	10	4	5	0.276706
19	11	5	0	0
2	2	0	2	0.624989
8	5	2	2	0.354832
11	6	2	4	0.28127
18	10	4	5	0
19	11	5	0	0.25853
1	1	0	1	0.301276
5	4	1	3	0.97966
15	8	3	5	0.567105
20	11	5	0	0
2	2	0	2	0.560419
8	5	2	2	0.585916
7	5	2	2	0.444727
11	6	2	4	0.546146
17	9	4	3	1.05903
16	8	3	5	0.393684
20	11	5	0	0
1	1	0	1	0
4	3	1	1	0.970242
6	4	1	3	0.292418
15	8	3	5	0.330626
20	11	5	0	0
2	2	0	2	0.655571
12	6	2	4	0
17	9	4	3	0.544723
14	7	3	2	0.447291
10	6	2	4	0.528784
17	9	4	3	0.657008
16	8	3	5	0.33582
20	11	5	0	0
1	1	0	1	0.271132
5	4	1	3	0.953562
13	7	3	2	0.42721
10	6	2	4	0.874399
18	10	4	5	0.264212
19	11	5	0	0
2	2	0	2	0.54931
8	5	2	2	0.422899
11	6	2	4	0.456099
17	9	4	3	0.574559
14	7	3	2	0.382636
10	6	2	4	0.291083
17	9	4	3	0.662982
16	8	3	5	0.358833
20	11	5	0	0
2	2	0	2	0.278166
12	6	2	4	0
17	9	4	3	0.536137
16	8	3	5	0.38786
20	11	5	0	0
2	2	0	2	0.345055
12	6	2	4	0
17	9	4	3	0.313555
16	8	3	5	0.378521
20	11	5	0	0
1	1	0	1	0.30587
5	4	1	3	0.428264
15	8	3	5	0.488539
20	11	5	0	0
1	1	0	1	0.284092
5	4	1	3	0.958511
13	7	3	2	0.421835
9	5	2	2	0.916451
11	6	2	4	0.560415
18	10	4	5	0
19	11	5	0	0
1	1	0	1	0.381954
5	4	1	3	0.473318
15	8	3	5	0.602405
20	11	5	0	0
1	1	0	1	0.255013
5	4	1	3	0.446646
15	8	3	5	0.476195
20	11	5	0	0
1	1	0	1	0.265674
5	4	1	3	0.436364
13	7	3	2	0.403724
9	5	2	2	0.905366
7	5	2	2	0
7	5	2	2	0.556998
11	6	2	4	0.31464
17	9	4	3	0.754357
16	8	3	5	0.369369
20	11	5	0	0
1	1	0	1	0
4	3	1	1	0.97135
3	3	1	1	0.338704
6	4	1	3	0.539767
15	8	3	5	0.308643
20	11	5	0	0
2	2	0	2	0.679168
8	5	2	2	0.569807
11	6	2	4	0.334177
17	9	4	3	0.265496
16	8	3	5	0.343332
20	11	5	0	0
1	1	0	1	0
5	4	1	3	0.940657
13	7	3	2	0.419762
10	6	2	4	0.898491
18	10	4	5	0.39419
19	11	5	0	0
2	2	0	2	0.615564
8	5	2	2	0.393657
11	6	2	4	0.518607
18	10	4	5	0
19	11	5	0	0
2	2	0	2	0.273608
8	5	2	2	0.536735
11	6	2	4	0.414323
18	10	4	5	0.517293
19	11	5	0	0
2	2	0	2	0.270328
12	6	2	4	0.354717
18	10	4	5	0
19	11	5	0	0
1	1	0	1	0.553188
5	4	1	3	0.968027
13	7	3	2	0.433855
9	5	2	2	0.882014
7	5	2	2	0
7	5	2	2	0.568357
7	5	2	2	0.368059
11	6	2	4	0
17	9	4	3	0.681612
14	7	3	2	0.326934
10	6	2	4	0.525527
18	10	4	5	0
19	11	5	0	0
2	2	0	2	0.625106
12	6	2	4	0
18	10	4	5	0.392483
19	11	5	0	0
1	1	0	1	0.299949
4	3	1	1	0.512397
3	3	1	1	0.589638
3	3	1	1	0.306778
6	4	1	3	0.325312
15	8	3	5	0.369496
20	11	5	0	0
2	2	0	2	0.318969
12	6	2	4	0
18	10	4	5	0.29179
19	11	5	0	0
1	1	0	1	0.562076
5	4	1	3	0.961285
15	8	3	5	0.543558
20	11	5	0	0
1	1	0	1	0
4	3	1	1	0.55561
3	3	1	1	0.33084
3	3	1	1	0.464624
6	4	1	3	0.319651
15	8	3	5	0.335779
20	11	5	0	0
1	1	0	1	0
4	3	1	1	0.962871
6	4	1	3	0.269085
15	8	3	5	0.297648
20	11	5	0	0
1	1	0	1	0
5	4	1	3	1.29353
13	7	3	2	0.504153
10	6	2	4	0.772049
17	9	4	3	0.806971
16	8	3	5	0.3172
20	11	5	0	0
1	1	0	1	0
4	3	1	1	0.457424
3	3	1	1	0.308721
3	3	1	1	0.387332
3	3	1	1	0.276786
6	4	1	3	0.335943
13	7	3	2	0.502597
9	5	2	2	0.280986
11	6	2	4	0.417108
18	10	4	5	0
19	11	5	0	0
1	1	0	1	0.27691
5	4	1	3	0.505855
13	7	3	2	0.489788
9	5	2	2	0.849148
11	6	2	4	0.576828
17	9	4	3	0.899653
16	8	3	5	0.330193
20	11	5	0	0
1	1	0	1	0
4	3	1	1	0.466442
3	3	1	1	0.304993
3	3	1	1	0.392502
3	3	1	1	0.286429
6	4	1	3	0.351014
15	8	3	5	0.29954
20	11	5	0	0
2	2	0	2	0.615773
