0	0	0.796588	2558	0	25.3471	25.04	22.2
0	1	0.676111	2581	0	25.477	23.44	21.35
0	2	0.640298	2583	0	25.5298	23.62	21.42
0	3	0.609308	2540	0	25.5894	23.64	21.44
0	4	0.577618	2468	0	25.6457	23.68	21.48
0	5	0.560562	2420	0	25.6918	23.99	21.66
0	6	0.540888	2380	0	25.7271	23.64	21.5
0	7	0.517952	2365	0	25.741	23.69	21.52
0	8	0.502463	2348	0	25.7702	23.5	21.45
0	9	0.491528	2334	0	25.8159	23.81	21.6
0	10	0.48242	2327	0	25.8387	24.22	21.83
0	11	0.47551	2331	0	25.8915	23.77	21.58
0	12	0.468525	2332	0	25.9133	23.78	21.59
0	13	0.461581	2322	0	25.9593	23.73	21.57
0	14	0.455474	2326	0	26.0093	23.77	21.6
0	15	0.449004	2335	0	26.0788	23.98	21.8
0	16	0.443814	2343	0	26.1481	23.91	21.68
0	17	0.438645	2342	0	26.2176	23.82	21.7
0	18	0.434314	2341	0	26.2961	23.79	21.71
0	19	0.42916	2332	0	26.3389	23.91	21.75
0	20	0.426099	2329	0	26.3889	24.24	21.95
0	21	0.4233	2326	0	26.4381	23.99	21.78
0	22	0.421329	2334	0	26.4977	23.99	21.84
0	23	0.419032	2338	0	26.5665	24.07	21.87
0	24	0.415683	2335	0	26.619	24.09	21.88
0	25	0.413006	2330	0	26.6639	24.49	22.14
0	26	0.410699	2335	0	26.7196	24.13	21.93
0	27	0.40834	2334	0	26.7513	24.11	21.92
0	28	0.405923	2333	0	26.7981	24.29	22.03
0	29	0.404041	2335	0	26.8491	24.24	22.01
0	30	0.402116	2333	0	26.8744	24.63	22.25
0	31	0.400194	2331	0	26.9237	24.35	22.09
0	32	0.399529	2332	0	26.9761	24.29	22.1
0	33	0.398541	2329	0	27.0403	24.81	22.35
0	34	0.397234	2329	0	27.0803	25.08	22.43
0	35	0.396037	2329	0	27.1366	25.26	22.57
0	36	0.39405	2324	0	27.1862	24.33	22.09
0	37	0.39319	2322	0	27.2522	24.2	22.09
0	38	0.392564	2326	0	27.3115	24.4	22.18
0	39	0.39083	2317	0	27.3796	24.35	22.18
0	40	0.389915	2316	0	27.427	24.08	22.08
0	41	0.389248	2316	0	27.4798	23.31	21.64
0	42	0.388402	2318	0	27.5355	23.49	21.81
0	43	0.38701	2317	0	27.5915	23.33	21.68
0	44	0.3855	2312	0	27.6461	23.36	21.7
0	45	0.384425	2310	0	27.6964	23.51	21.8
0	46	0.383591	2311	0	27.7488	23.44	21.75
0	47	0.382744	2308	0	27.7945	23.57	21.89
0	48	0.38282	2312	0	27.8523	23.53	21.86
0	49	0.381054	2302	0	27.9015	23.58	21.89
0	50	0.38072	2305	0	27.9415	23.76	22.04
0	51	0.379922	2304	0	27.9911	23.49	21.82
0	52	0.38042	2313	0	28.0403	23.62	21.95
0	53	0.378848	2302	0	28.0988	23.61	21.92
0	54	0.377828	2301	0	28.1695	23.65	21.97
0	55	0.377905	2309	0	28.2362	24	22.21
0	56	0.37666	2306	0	28.2954	23.74	22.05
0	57	0.375673	2309	0	28.3625	23.81	22.11
0	58	0.375141	2305	0	28.421	23.85	22.15
0	59	0.374071	2304	0	28.4659	23.75	22.05
0	60	0.374707	2315	0	28.5184	24.14	22.37
0	61	0.373681	2313	0	28.5769	23.83	22.14
0	62	0.372501	2313	0	28.6361	23.82	22.13
0	63	0.371544	2312	0	28.6993	23.88	22.19
0	64	0.370472	2308	0	28.7556	24.01	22.28
0	65	0.368868	2303	0	28.8131	24.15	22.4
0	66	0.368436	2304	0	28.8744	23.96	22.25
0	67	0.367659	2305	0	28.9493	24.11	22.38
0	68	0.366476	2302	0	29.0096	24.09	22.37
0	69	0.365427	2306	0	29.0806	24.1	22.38
0	70	0.364666	2302	0	29.1463	24.26	22.51
0	71	0.363647	2297	0	29.198	24.18	22.46
0	72	0.362677	2297	0	29.2708	24.21	22.47
0	73	0.361421	2294	0	29.3314	24.28	22.53
0	74	0.360095	2292	0	29.3914	24.26	22.55
0	75	0.358459	2290	0	29.4531	24.49	22.73
0	76	0.356967	2289	0	29.5077	24.26	22.53
0	77	0.355774	2286	0	29.5865	24.36	22.63
0	78	0.35453	2282	0	29.6443	20.21	22.59
0	79	0.353988	2279	0	29.7132	24.3	22.57
0	80	0.353506	2277	0	29.7809	24.6	22.81
0	81	0.352846	2275	0	29.8494	24.45	22.71
0	82	0.352493	2270	0	29.9308	24.55	22.79
0	83	0.351483	2263	0	30.0132	24.51	22.75
0	84	0.350509	2257	0	30.0874	24.56	22.82
0	85	0.349996	2250	0	30.1488	24.86	23.05
0	86	0.34962	2249	0	30.2076	24.59	22.82
0	87	0.348913	2249	0	30.2683	24.63	22.87
0	88	0.34926	2254	0	30.3264	24.63	22.88
0	89	0.348293	2256	0	30.3903	24.59	22.85
0	90	0.348658	2266	0	30.4567	25.12	23.28
0	91	0.348153	2265	0	30.5301	24.62	22.89
0	92	0.347633	2265	0	30.5872	24.72	22.96
0	93	0.347306	2262	0	30.6375	24.73	22.98
0	94	0.346845	2260	0	30.6932	24.74	22.98
0	95	0.347023	2259	0	30.7624	25.06	23.23
0	96	0.346834	2257	0	30.8095	24.92	23.14
0	97	0.346209	2254	0	30.8584	24.96	23.17
0	98	0.346232	2250	0	30.9344	24.89	23.13
0	99	0.34594	2247	0	30.9886	25.23	23.38
0	100	0.345801	2247	0	31.0382	25.22	23.4
0	101	0.34491	2245	0	31.0992	25.05	23.27
0	102	0.344768	2243	0	31.162	25.01	23.25
0	103	0.344747	2242	0	31.2198	25.19	23.38
0	104	0.344134	2237	0	31.2783	25.45	23.59
0	105	0.344256	2239	0	31.3375	25.2	23.42
0	106	0.343337	2233	0	31.386	25.16	23.38
