1	1	0	1	1.58465
5	4	1	3	1.57611
13	7	3	2	0.551387
9	5	2	2	2.14251
11	6	2	4	1.01852
18	10	4	5	0
19	11	5	0	0.687788
1	1	0	1	1.53829
4	3	1	1	0.950459
3	3	1	1	0
3	3	1	1	0
3	3	1	1	0
6	4	1	3	1.58904
13	7	3	2	0.435292
9	5	2	2	2.0623
11	6	2	4	1.35004
18	10	4	5	0
19	11	5	0	0.689179
1	1	0	1	1.53876
4	3	1	1	0.950777
6	4	1	3	1.42215
15	8	3	5	0.518606
20	11	5	0	1.55041
2	2	0	2	1.6141
12	6	2	4	1.61625
17	9	4	3	1.60591
16	8	3	5	0
20	11	5	0	1.48049
2	2	0	2	1.60064
12	6	2	4	1.61512
17	9	4	3	1.59639
14	7	3	2	1.5643
9	5	2	2	2.16664
11	6	2	4	0.954871
17	9	4	3	1.5456
14	7	3	2	1.55868
9	5	2	2	2.15512
11	6	2	4	0.878306
17	9	4	3	1.54547
16	8	3	5	0
20	11	5	0	1.54608
2	2	0	2	1.59838
8	5	2	2	1.62187
11	6	2	4	1.60424
18	10	4	5	0
19	11	5	0	0.66765
2	2	0	2	1.53837
12	6	2	4	1.66404
18	10	4	5	0.325708
19	11	5	0	0.317276
1	1	0	1	1.52878
4	3	1	1	1.14671
3	3	1	1	0
3	3	1	1	0
3	3	1	1	0
3	3	1	1	0
6	4	1	3	1.5906
15	8	3	5	0.544011
20	11	5	0	1.51585
2	2	0	2	1.6099
8	5	2	2	1.63073
11	6	2	4	1.60447
17	9	4	3	1.55271
16	8	3	5	0
20	11	5	0	1.54654
2	2	0	2	1.59825
12	6	2	4	1.60837
18	10	4	5	0.293049
19	11	5	0	0.320182
1	1	0	1	1.52479
5	4	1	3	0.353013
13	7	3	2	0.547653
10	6	2	4	2.11376
18	10	4	5	0
19	11	5	0	0.340461
1	1	0	1	1.52832
4	3	1	1	0.972054
3	3	1	1	0
6	4	1	3	1.51704
15	8	3	5	0.559175
20	11	5	0	1.51656
2	2	0	2	1.61069
12	6	2	4	1.61703
17	9	4	3	1.60561
16	8	3	5	0
20	11	5	0	1.48043
1	1	0	1	1.60064
5	4	1	3	1.11016
15	8	3	5	0.315475
20	11	5	0	1.56039
2	2	0	2	1.61459
8	5	2	2	1.63214
11	6	2	4	1.60331
18	10	4	5	0
19	11	5	0	0.669004
2	2	0	2	1.53833
12	6	2	4	1.66404
18	10	4	5	0.325698
19	11	5	0	0.317277
1	1	0	1	1.52878
4	3	1	1	1.1467
6	4	1	3	1.42582
15	8	3	5	0.517803
20	11	5	0	1.5504
2	2	0	2	1.61407
12	6	2	4	1.61623
18	10	4	5	0.296338
19	11	5	0	0.322168
1	1	0	1	1.52545
5	4	1	3	0.344781
15	8	3	5	0.305131
20	11	5	0	1.54277
1	1	0	1	1.61313
5	4	1	3	1.03683
15	8	3	5	0.275317
20	11	5	0	1.56019
2	2	0	2	1.6144
8	5	2	2	1.63211
11	6	2	4	1.60332
17	9	4	3	1.55274
16	8	3	5	0
20	11	5	0	1.54654
1	1	0	1	1.59825
5	4	1	3	1.24013
15	8	3	5	0.35124
20	11	5	0	1.56091
2	2	0	2	1.61503
8	5	2	2	1.63235
7	5	2	2	1.61763
7	5	2	2	1.46032
7	5	2	2	1.45168
7	5	2	2	1.4534
11	6	2	4	1.44689
17	9	4	3	1.51983
16	8	3	5	0
